dropoff_site,load_id,load_time,load_type,load_weight,report_date,route_number,route_type
Ejura Sekye Dumasi,2372,2014,YARD TRIMMING,106317,2014,YM04,YARD TRIMMING
Offinso North,2373,2014,RECYCLING - COMINGLE,79752,2014,RM05,RECYCLING - COMINGLE
Asunafo South,2374,2014,BULK,41062,2014,BU23,BULK
Asunafo North Municipal,2375,2014,GARBAGE COLLECTIONS,136459,2014,PW23,GARBAGE COLLECTIONS
Asutifi,2376,2014,BULK,51399,2014,BU05,BULK
Dormaa Municipal,2377,2014,RECYCLING - SINGLE STREAM,18933,2014,RTBU24,RECYCLING - SINGLE STREAM
Dormaa East,2378,2014,RECYCLING - SINGLE STREAM,11177,2014,RHAS32,RECYCLING - SINGLE STREAM
Tano South,2379,2014,BRUSH,20120,2014,BR09,BRUSH
Tano North,2380,2014,RECYCLING - SINGLE STREAM,13531,2014,RTAU26,RECYCLING - SINGLE STREAM
Sunyani Municipal,2381,2014,BULK,7525,2014,BU09,BULK
Sunyani West,2382,2014,YARD TRIMMING,38420,2014,YM01,YARD TRIMMING
Berekum Municipal,2383,2014,RECYCLING - COMINGLE,44524,2014,DM1,RECYCLING - COMINGLE
Jaman South,2384,2014,YARD TRIMMING,111276,2014,YH13,YARD TRIMMING
Jaman North,2385,2014,RECYCLING - SINGLE STREAM,20410,2014,RWBS35,RECYCLING - SINGLE STREAM
Tain,2386,2014,SWEEPING,13661,2014,NW04-R,SWEEPING
Wenchi Municipal,2387,2014,BRUSH,111766,2014,BR04,BRUSH
Techiman Municipal,2388,2014,GARBAGE COLLECTIONS,94839,2014,PAH06,GARBAGE COLLECTIONS
Nkoranza South,2389,2014,GARBAGE COLLECTIONS,46493,2014,PAF10,GARBAGE COLLECTIONS
Nkoranza North,2390,2014,GARBAGE COLLECTIONS,54493,2014,PT20,GARBAGE COLLECTIONS
Atebubu Amantin,2391,2014,GARBAGE COLLECTIONS,4954,2014,PT80,GARBAGE COLLECTIONS
Sene,2392,2014,RECYCLING - SINGLE STREAM,22155,2014,RHAU13,RECYCLING - SINGLE STREAM
Pru,2393,2014,RECYCLING - PAPER,19057,2014,RH06,RECYCLING - PAPER
Kintampo South,2394,2014,BRUSH,103580,2014,BR11,BRUSH
Kintampo North Municipal,2395,2014,RECYCLING - SINGLE STREAM,52091,2014,RHAS43,RECYCLING - SINGLE STREAM
Bole,2396,2014,RECYCLING - COMINGLE,61709,2014,RT31,RECYCLING - COMINGLE
Sawla-Tuna-Kalba,2397,2014,RECYCLING - SINGLE STREAM,110153,2014,RFAU15,RECYCLING - SINGLE STREAM
West Gonja,2398,2014,GARBAGE COLLECTIONS,41252,2014,PM23,GARBAGE COLLECTIONS
Gonja Central,2399,2014,YARD TRIMMING,116619,2014,YTSTRF05,YARD TRIMMING
East Gonja,2400,2014,GARBAGE COLLECTIONS,48271,2014,PAH84,GARBAGE COLLECTIONS
Kpandai,2401,2014,RECYCLING - SINGLE STREAM,26346,2014,RHBU24,RECYCLING - SINGLE STREAM
Nanumba South,2402,2014,GARBAGE COLLECTIONS,36195,2014,PW82,GARBAGE COLLECTIONS
Nanumba North,2403,2014,RECYCLING - SINGLE STREAM,91661,2014,RFBU12,RECYCLING - SINGLE STREAM
Zabzugu Tatali,2404,2014,SWEEPING,74848,2014,SB29,SWEEPING
Yendi Municipal,2405,2014,BULK,11371,2014,BU20,BULK
Tamale Metropolis,2406,2014,RECYCLING - SINGLE STREAM,81833,2014,RMBS35,RECYCLING - SINGLE STREAM
Tamale South,2407,2014,RECYCLING - SINGLE STREAM,136732,2014,DM1,RECYCLING - SINGLE STREAM
Tamale Central,2408,2014,GARBAGE COLLECTIONS,4067,2014,PW84,GARBAGE COLLECTIONS
Tamale North,2409,2014,GARBAGE COLLECTIONS,31095,2014,PAT82,GARBAGE COLLECTIONS
Tolon Kumbugu,2410,2014,SWEEPING,18462,2014,NE05-R,SWEEPING
Savelugu Nanton,2411,2014,BRUSH,96903,2014,BR07,BRUSH
Karaga,2412,2014,YARD TRIMMING,38013,2014,YHP,YARD TRIMMING
Gushiegu,2413,2014,RECYCLING - SINGLE STREAM,5477,2014,KAB02,RECYCLING - SINGLE STREAM
Saboba,2414,2014,SWEEPING,89770,2014,DSE01,SWEEPING
Chereponi,2415,2014,SWEEPING,6931,2014,SE12-R,SWEEPING
Bunkpurugu Yonyo,2416,2014,GARBAGE COLLECTIONS,49227,2014,PATCOM,GARBAGE COLLECTIONS
Mamprusi East,2417,2014,SWEEPING,18694,2014,NW12-R,SWEEPING
Mamprusi West,2418,2014,GARBAGE COLLECTIONS,51679,2014,PAM03,GARBAGE COLLECTIONS
Builsa,2419,2014,SWEEPING,65869,2014,SDT01,SWEEPING
Kasena Nankana West,2420,2014,GARBAGE COLLECTIONS,140094,2014,PH14,GARBAGE COLLECTIONS
Kasena Nankana East,2421,2014,RECYCLING - SINGLE STREAM,19262,2014,RWAS33,RECYCLING - SINGLE STREAM
Bolgatanga Municipal,2422,2014,BRUSH,131743,2014,BR20,BRUSH
Talensi Nabdam,2423,2014,RECYCLING - SINGLE STREAM,27544,2014,RHAU20,RECYCLING - SINGLE STREAM
Bongo,2424,2014,RECYCLING - PAPER,76224,2014,RF33,RECYCLING - PAPER
Bawku West,2425,2014,GARBAGE COLLECTIONS,122937,2014,PH32,GARBAGE COLLECTIONS
Garu Tempane,2426,2014,RECYCLING - SINGLE STREAM,11942,2014,DF2,RECYCLING - SINGLE STREAM
Bawku Municipal,2427,2014,SWEEPING,142294,2014,DSN03,SWEEPING
Wa West,2428,2014,GARBAGE COLLECTIONS,96244,2014,PAT60,GARBAGE COLLECTIONS
Wa Municipal,2429,2014,BULK,55894,2014,BU16,BULK
Wa East,2430,2014,GARBAGE COLLECTIONS,44232,2014,PAF64,GARBAGE COLLECTIONS
Sissala East,2431,2014,RECYCLING - SINGLE STREAM,62594,2014,RFBS33,RECYCLING - SINGLE STREAM
Nadowli,2432,2014,RECYCLING - SINGLE STREAM,6664,2014,RFAU22,RECYCLING - SINGLE STREAM
Jirapa,2433,2014,GARBAGE COLLECTIONS,97125,2014,PT20,GARBAGE COLLECTIONS
Sissala West,2434,2014,RECYCLING - SINGLE STREAM,130083,2014,DM3,RECYCLING - SINGLE STREAM
Lambussie Karni,2435,2014,RECYCLING - SINGLE STREAM,13408,2014,RTBU21,RECYCLING - SINGLE STREAM
Lawra,2436,2014,GARBAGE COLLECTIONS,117918,2014,PAH01,GARBAGE COLLECTIONS
Jomoro,2437,2005,GARBAGE COLLECTIONS,54199,2005,PAF72,GARBAGE COLLECTIONS
Ellembelle,2438,2005,SWEEPING,32489,2005,NE16-R,SWEEPING
Nzema East,2439,2005,RECYCLING - PAPER,72892,2005,RH23,RECYCLING - PAPER
Ahanta West,2440,2005,GARBAGE COLLECTIONS,108109,2005,PW32,GARBAGE COLLECTIONS
Sekondi Takoradi Metropolis,2441,2005,BRUSH,20739,2005,BR20,BRUSH
Kwesimintsim,2442,2005,GARBAGE COLLECTIONS,103205,2005,PAF72,GARBAGE COLLECTIONS
Takoradi,2443,2005,GARBAGE COLLECTIONS,130048,2005,PAW61,GARBAGE COLLECTIONS
Sekondi,2444,2005,GARBAGE COLLECTIONS,35193,2005,PM33,GARBAGE COLLECTIONS
Essikadu-Ketan,2445,2005,SWEEPING,16100,2005,SC01-R,SWEEPING
Shama,2446,2005,RECYCLING - SINGLE STREAM,11851,2005,RSF01,RECYCLING - SINGLE STREAM
Mpohor-Wassa East,2447,2005,GARBAGE COLLECTIONS,33762,2005,PAW04,GARBAGE COLLECTIONS
Tarkwa Nsuaem Municipal,2448,2005,RECYCLING - COMINGLE,11353,2005,RF10,RECYCLING - COMINGLE
Prestea/Huni Valley,2449,2005,RECYCLING - SINGLE STREAM,12320,2005,RFAU11,RECYCLING - SINGLE STREAM
Wassa Amenfi East,2450,2005,YARD TRIMMING,84480,2005,YF06,YARD TRIMMING
Wassa Amenfi West,2451,2005,YARD TRIMMING,16593,2005,YHP,YARD TRIMMING
Aowin/Suaman,2452,2005,GARBAGE COLLECTIONS,133877,2005,PAW01,GARBAGE COLLECTIONS
Sefwi Akontombra,2453,2005,RECYCLING - SINGLE STREAM,2759,2005,RMBU21,RECYCLING - SINGLE STREAM
Sefwi Wiawso,2454,2005,RECYCLING - SINGLE STREAM,91574,2005,IRH1,RECYCLING - SINGLE STREAM
Sefwi Bibiani-Ahwiaso Bekwai,2455,2005,RECYCLING - COMINGLE,80316,2005,RW22,RECYCLING - COMINGLE
Juabeso,2456,2005,GARBAGE COLLECTIONS,20483,2005,PAT10,GARBAGE COLLECTIONS
Bia,2457,2005,GARBAGE COLLECTIONS,136824,2005,PAW06,GARBAGE COLLECTIONS
Komenda,2458,2005,BULK,139698,2005,BU06,BULK
Cape Coast Metropolis,2459,2005,GARBAGE COLLECTIONS,3465,2005,PAF73,GARBAGE COLLECTIONS
Cape Coast South,2460,2005,GARBAGE COLLECTIONS,282,2005,PAH79,GARBAGE COLLECTIONS
Cape Coast North,2461,2005,GARBAGE COLLECTIONS,139931,2005,PT32,GARBAGE COLLECTIONS
Abura-Asebu-Kwamankese,2462,2005,GARBAGE COLLECTIONS,1750,2005,PAW62,GARBAGE COLLECTIONS
Mfantsiman Municipal,2463,2005,GARBAGE COLLECTIONS,12325,2005,PAH87,GARBAGE COLLECTIONS
Ajumako-Enyan-Essiam,2464,2005,RECYCLING - SINGLE STREAM,17655,2005,RWBU22,RECYCLING - SINGLE STREAM
Gomoa West,2465,2005,SWEEPING,101457,2005,NE17-R,SWEEPING
Effutu Municipal,2466,2005,SWEEPING,76953,2005,E16-R,SWEEPING
Gomoa East,2467,2005,SWEEPING,141190,2005,SDT01,SWEEPING
Ewutu Senya,2468,2005,RECYCLING - SINGLE STREAM,25892,2005,DH1,RECYCLING - SINGLE STREAM
Agona East,2469,2005,YARD TRIMMING,59674,2005,YBF99,YARD TRIMMING
Agona West,2470,2005,RECYCLING - COMINGLE,11239,2005,HPR,RECYCLING - COMINGLE
Brakwa,2471,2005,GARBAGE COLLECTIONS,110170,2005,PAT06,GARBAGE COLLECTIONS
Assin South,2472,2005,GARBAGE COLLECTIONS,132993,2005,PW22,GARBAGE COLLECTIONS
Assin North Municipal,2473,2005,GARBAGE COLLECTIONS,140317,2005,PH11,GARBAGE COLLECTIONS
Twifo-Heman-Lower Denkyira,2474,2005,RECYCLING - SINGLE STREAM,130395,2005,IRW1,RECYCLING - SINGLE STREAM
Upper Denkyira East Municipal,2475,2005,RECYCLING - SINGLE STREAM,107133,2005,DW1,RECYCLING - SINGLE STREAM
Upper Denkyira West,2476,2005,BULK,41716,2005,BU28,BULK
Weija (Ga South) Municipal,2477,2005,GARBAGE COLLECTIONS,99251,2005,PAM06,GARBAGE COLLECTIONS
Ga West Municipal,2478,2005,YARD TRIMMING,48753,2005,YF08,YARD TRIMMING
Ga East Municipal,2479,2005,GARBAGE COLLECTIONS,86976,2005,PF30,GARBAGE COLLECTIONS
Accra Metropolis,2480,2005,RECYCLING - SINGLE STREAM,6684,2005,RWBS35,RECYCLING - SINGLE STREAM
Ablekuma South,2481,2005,GARBAGE COLLECTIONS,28608,2005,PAT78,GARBAGE COLLECTIONS
Ablekuma Central,2482,2005,GARBAGE COLLECTIONS,31560,2005,PAH03,GARBAGE COLLECTIONS
Ashiedu Keteke,2483,2005,GARBAGE COLLECTIONS,46780,2005,PAH64,GARBAGE COLLECTIONS
Osu Klotey,2484,2005,RECYCLING - SINGLE STREAM,102626,2005,RMBS43,RECYCLING - SINGLE STREAM
La,2485,2005,GARBAGE COLLECTIONS,17282,2005,PAT86,GARBAGE COLLECTIONS
Ayawaso East,2486,2005,GARBAGE COLLECTIONS,16857,2005,PAH09,GARBAGE COLLECTIONS
Ayawaso Central,2487,2005,GARBAGE COLLECTIONS,47369,2005,PAH81,GARBAGE COLLECTIONS
Okai Koi South,2488,2005,RECYCLING - SINGLE STREAM,89733,2005,RMBU20,RECYCLING - SINGLE STREAM
Ablekuma North,2489,2005,BRUSH,38173,2005,BR10,BRUSH
Okai Koi North,2490,2005,YARD TRIMMING,105575,2005,YW05,YARD TRIMMING
Ayawaso West Wogon,2491,2005,GARBAGE COLLECTIONS,90996,2005,PAF01,GARBAGE COLLECTIONS
Adenta Municipal,2492,2005,SWEEPING,1704,2005,NE03-R,SWEEPING
Ledzokuku/Krowor Municipal,2493,2005,GARBAGE COLLECTIONS,27328,2005,PAM65,GARBAGE COLLECTIONS
Ashaiman Municipal,2494,2005,SWEEPING,101443,2005,SDT01,SWEEPING
Tema Metropolis,2495,2005,GARBAGE COLLECTIONS,74445,2005,PH31,GARBAGE COLLECTIONS
Tema West,2496,2005,RECYCLING - SINGLE STREAM,48604,2005,RWBU11,RECYCLING - SINGLE STREAM
Tema East,2497,2005,RECYCLING - SINGLE STREAM,15413,2005,RFAU22,RECYCLING - SINGLE STREAM
Kpone Katamanso,2498,2005,SWEEPING,112984,2005,SB72,SWEEPING
Dangbe West,2499,2005,RECYCLING - SINGLE STREAM,15966,2005,RFAU10,RECYCLING - SINGLE STREAM
Dangbe East,2500,2005,GARBAGE COLLECTIONS,5986,2005,PAT70,GARBAGE COLLECTIONS
South Tongu,2501,2005,GARBAGE COLLECTIONS,11949,2005,PT14,GARBAGE COLLECTIONS
Keta Municapal,2502,2005,BULK,72088,2005,BU03,BULK
Ketu South,2503,2005,GARBAGE COLLECTIONS,100671,2005,PAF63,GARBAGE COLLECTIONS
Ketu North,2504,2005,RECYCLING - SINGLE STREAM,25404,2005,DT4,RECYCLING - SINGLE STREAM
Akatsi,2505,2005,RECYCLING - COMINGLE,53550,2005,RM02,RECYCLING - COMINGLE
North Tongu,2506,2005,SWEEPING,17517,2005,SDT01,SWEEPING
Adaklu Anyigbe,2507,2005,RECYCLING - SINGLE STREAM,8664,2005,RFBS35,RECYCLING - SINGLE STREAM
Ho Municipal,2508,2005,BRUSH,9676,2005,BR15,BRUSH
South Dayi,2509,2005,YARD TRIMMING,75243,2005,YW11,YARD TRIMMING
North Dayi,2510,2005,RECYCLING - COMINGLE,73832,2005,RF23,RECYCLING - COMINGLE
Hohoe Municipal,2511,2005,RECYCLING - PAPER,19206,2005,RW01,RECYCLING - PAPER
Biakoye,2512,2005,GARBAGE COLLECTIONS,132166,2005,PAW85,GARBAGE COLLECTIONS
Jasikan,2513,2005,BULK,136116,2005,BU13,BULK
Kadjebi,2514,2005,GARBAGE COLLECTIONS,14530,2005,PT80,GARBAGE COLLECTIONS
Krachi East,2515,2005,GARBAGE COLLECTIONS,46504,2005,PAW02,GARBAGE COLLECTIONS
Krachi West,2516,2005,GARBAGE COLLECTIONS,54604,2005,PAH65,GARBAGE COLLECTIONS
Nkwanta South,2517,2005,SWEEPING,414,2005,DSS04,SWEEPING
Nkwanta North,2518,2005,RECYCLING - SINGLE STREAM,82627,2005,RWAU20,RECYCLING - SINGLE STREAM
Birim South,2519,2005,RECYCLING - COMINGLE,105886,2005,RF03,RECYCLING - COMINGLE
Birim Municipal,2520,2005,RECYCLING - COMINGLE,111299,2005,RF22,RECYCLING - COMINGLE
West Akim Municipal,2521,2005,SWEEPING,80508,2005,SB90,SWEEPING
Suhum-Kraboa Coaltar,2522,2005,RECYCLING - SINGLE STREAM,134504,2005,RWBS33,RECYCLING - SINGLE STREAM
Akwapem South Municipal,2523,2005,YARD TRIMMING,17703,2005,YW03,YARD TRIMMING
Akwapem North,2524,2005,GARBAGE COLLECTIONS,82555,2005,PAH63,GARBAGE COLLECTIONS
New Juaben Municipal,2525,2005,RECYCLING - COMINGLE,2292,2005,RF33,RECYCLING - COMINGLE
Yilo Krobo,2526,2005,YARD TRIMMING,67695,2005,OT-1,YARD TRIMMING
Lower Manya,2527,2005,SWEEPING,69284,2005,C05-R,SWEEPING
Asuogyaman,2528,2005,RECYCLING - PAPER,127125,2005,RH15,RECYCLING - PAPER
Upper Manya,2529,2005,GARBAGE COLLECTIONS,9593,2005,PAT79,GARBAGE COLLECTIONS
Fanteakwa,2530,2005,BRUSH,9633,2005,BR13,BRUSH
East Akim Municipal,2531,2005,SWEEPING,122908,2005,C14-R,SWEEPING
Kwaebibirem,2532,2005,RECYCLING - SINGLE STREAM,105155,2005,RMAU10,RECYCLING - SINGLE STREAM
Akyem Mansa,2533,2005,GARBAGE COLLECTIONS,118367,2005,PAM70,GARBAGE COLLECTIONS
Birim North,2534,2005,RECYCLING - SINGLE STREAM,130653,2005,RFBU11,RECYCLING - SINGLE STREAM
Atiwa,2535,2005,BRUSH,123270,2005,BR07,BRUSH
Kwahu West Municipal,2536,2005,GARBAGE COLLECTIONS,37406,2005,PW34,GARBAGE COLLECTIONS
Kwahu South,2537,2005,YARD TRIMMING,31260,2005,YW07,YARD TRIMMING
Kwahu East,2538,2005,RECYCLING - COMINGLE,125551,2005,RH01,RECYCLING - COMINGLE
Kwahu North,2539,2005,GARBAGE COLLECTIONS,80195,2005,PF19,GARBAGE COLLECTIONS
Atwima Mponua,2540,2005,DEAD ANIMAL,58285,2005,DA02,DEAD ANIMAL
Amansie West,2541,2005,RECYCLING - COMINGLE,53166,2005,RT06,RECYCLING - COMINGLE
Amansie Central,2542,2005,GARBAGE COLLECTIONS,109346,2005,PT11,GARBAGE COLLECTIONS
Adansi South,2543,2005,GARBAGE COLLECTIONS,782,2005,PF30,GARBAGE COLLECTIONS
Obuasi Municipal,2544,2005,YARD TRIMMING,96330,2005,BRAKER SITE,YARD TRIMMING
Adansi North,2545,2005,YARD TRIMMING,22716,2005,YF01,YARD TRIMMING
Bekwai Municipal,2546,2005,RECYCLING - PAPER,41980,2005,RT32,RECYCLING - PAPER
Bosome Freho,2547,2005,RECYCLING - COMINGLE,10466,2005,RH24,RECYCLING - COMINGLE
Asante Akim South,2548,2005,YARD TRIMMING,122388,2005,YW06,YARD TRIMMING
Asante Akim North Municipal,2549,2005,BULK,96836,2005,BU13,BULK
Ejisu Juaben Municipal,2550,2005,RECYCLING - SINGLE STREAM,96619,2005,RWAU22,RECYCLING - SINGLE STREAM
Bosumtwi,2551,2005,YARD TRIMMING,68897,2005,YM04,YARD TRIMMING
Atwima Kwanwoma,2552,2005,GARBAGE COLLECTIONS,94649,2005,PAH62,GARBAGE COLLECTIONS
Kumasi Metropolis,2553,2005,BULK,107474,2005,BU01,BULK
Kwadaso,2554,2005,GARBAGE COLLECTIONS,9922,2005,PM22,GARBAGE COLLECTIONS
Nhyiaeso,2555,2005,GARBAGE COLLECTIONS,125197,2005,PAT84,GARBAGE COLLECTIONS
Subin,2556,2005,RECYCLING - SINGLE STREAM,103037,2005,RMAU11,RECYCLING - SINGLE STREAM
Asokwa,2557,2005,GARBAGE COLLECTIONS,23311,2005,PF12,GARBAGE COLLECTIONS
Oforikrom,2558,2005,GARBAGE COLLECTIONS,37791,2005,PM30,GARBAGE COLLECTIONS
Asawase,2559,2005,BULK,97111,2005,BU30,BULK
Manhyia,2560,2005,RECYCLING - SINGLE STREAM,38120,2005,RWBU10,RECYCLING - SINGLE STREAM
Old Tafo,2561,2005,GARBAGE COLLECTIONS,131210,2005,PM11,GARBAGE COLLECTIONS
Suame,2562,2005,GARBAGE COLLECTIONS,40942,2005,PAM50,GARBAGE COLLECTIONS
Bantama,2563,2005,YARD TRIMMING,83165,2005,BRAKER SITE,YARD TRIMMING
Atwima Nwabiagya,2564,2005,RECYCLING - SINGLE STREAM,23522,2005,RMBS41,RECYCLING - SINGLE STREAM
Ahafo Ano South,2565,2005,GARBAGE COLLECTIONS,34011,2005,PAH67,GARBAGE COLLECTIONS
Ahafo Ano North,2566,2005,GARBAGE COLLECTIONS,27091,2005,PAF80,GARBAGE COLLECTIONS
Offinso Municipal,2567,2005,RECYCLING - PAPER,105240,2005,RM11,RECYCLING - PAPER
Afigya Kwabre,2568,2005,YARD TRIMMING,92236,2005,YH01,YARD TRIMMING
Kwabre East,2569,2005,BRUSH,52992,2005,BR22,BRUSH
Afigya Sekyere,2570,2005,RECYCLING - SINGLE STREAM,92174,2005,RTAU23,RECYCLING - SINGLE STREAM
Mampong Municipal,2571,2005,RECYCLING - PAPER,138831,2005,RM25,RECYCLING - PAPER
Sekyere East,2572,2005,GARBAGE COLLECTIONS,63453,2005,PAW71,GARBAGE COLLECTIONS
Sekyere Afram Plains,2573,2005,GARBAGE COLLECTIONS,29895,2005,PAT85,GARBAGE COLLECTIONS
Sekyere Central,2574,2005,GARBAGE COLLECTIONS,34189,2005,PAF62,GARBAGE COLLECTIONS
Ejura Sekye Dumasi,2575,2005,RECYCLING - COMINGLE,83349,2005,RT10,RECYCLING - COMINGLE
Offinso North,2576,2005,RECYCLING - COMINGLE,11023,2005,RM04,RECYCLING - COMINGLE
Asunafo South,2577,2005,GARBAGE COLLECTIONS,87114,2005,PM30,GARBAGE COLLECTIONS
Asunafo North Municipal,2578,2005,YARD TRIMMING,39157,2005,YT07,YARD TRIMMING
Asutifi,2579,2005,YARD TRIMMING,41682,2005,YF04,YARD TRIMMING
Dormaa Municipal,2580,2005,DEAD ANIMAL,28044,2005,DA01,DEAD ANIMAL
Dormaa East,2581,2005,RECYCLING - SINGLE STREAM,51562,2005,RWAU12,RECYCLING - SINGLE STREAM
Tano South,2582,2005,GARBAGE COLLECTIONS,34425,2005,PAT08,GARBAGE COLLECTIONS
Tano North,2583,2005,GARBAGE COLLECTIONS,53327,2005,PAF51,GARBAGE COLLECTIONS
Sunyani Municipal,2584,2005,RECYCLING - SINGLE STREAM,83072,2005,RMAU22,RECYCLING - SINGLE STREAM
Sunyani West,2585,2005,RECYCLING - SINGLE STREAM,66893,2005,DW1,RECYCLING - SINGLE STREAM
Berekum Municipal,2586,2005,GARBAGE COLLECTIONS,78917,2005,PF19,GARBAGE COLLECTIONS
Jaman South,2587,2005,RECYCLING - SINGLE STREAM,42516,2005,RWBU24,RECYCLING - SINGLE STREAM
Jaman North,2588,2005,GARBAGE COLLECTIONS,12936,2005,PH10,GARBAGE COLLECTIONS
Tain,2589,2005,YARD TRIMMING,373,2005,YM09,YARD TRIMMING
Wenchi Municipal,2590,2005,GARBAGE COLLECTIONS,37621,2005,PAT61,GARBAGE COLLECTIONS
Techiman Municipal,2591,2005,GARBAGE COLLECTIONS,78842,2005,PAW72,GARBAGE COLLECTIONS
Nkoranza South,2592,2005,GARBAGE COLLECTIONS,110212,2005,PT11,GARBAGE COLLECTIONS
Nkoranza North,2593,2005,RECYCLING - SINGLE STREAM,16477,2005,RTAU15,RECYCLING - SINGLE STREAM
Atebubu Amantin,2594,2005,GARBAGE COLLECTIONS,135083,2005,PH20,GARBAGE COLLECTIONS
Sene,2595,2005,RECYCLING - SINGLE STREAM,15916,2005,RHAS35,RECYCLING - SINGLE STREAM
Pru,2596,2005,GARBAGE COLLECTIONS,22194,2005,PT33,GARBAGE COLLECTIONS
Kintampo South,2597,2005,GARBAGE COLLECTIONS,134375,2005,PAH62,GARBAGE COLLECTIONS
Kintampo North Municipal,2598,2005,RECYCLING - SINGLE STREAM,102780,2005,RHBU11,RECYCLING - SINGLE STREAM
Bole,2599,2005,GARBAGE COLLECTIONS,111984,2005,PM83,GARBAGE COLLECTIONS
Sawla-Tuna-Kalba,2600,2005,DEAD ANIMAL,102073,2005,DA01,DEAD ANIMAL
West Gonja,2601,2005,GARBAGE COLLECTIONS,84639,2005,PAT06,GARBAGE COLLECTIONS
Gonja Central,2602,2005,RECYCLING - SINGLE STREAM,119645,2005,IRW1,RECYCLING - SINGLE STREAM
East Gonja,2603,2005,RECYCLING - SINGLE STREAM,51248,2005,RMBS33,RECYCLING - SINGLE STREAM
Kpandai,2604,2005,RECYCLING - COMINGLE,126367,2005,RT01,RECYCLING - COMINGLE
Nanumba South,2605,2005,GARBAGE COLLECTIONS,9999,2005,PAM06,GARBAGE COLLECTIONS
Nanumba North,2606,2005,YARD TRIMMING,5402,2005,YM08,YARD TRIMMING
Zabzugu Tatali,2607,2005,GARBAGE COLLECTIONS,116443,2005,PT84,GARBAGE COLLECTIONS
Yendi Municipal,2608,2005,SWEEPING,92576,2005,SW09-R,SWEEPING
Tamale Metropolis,2609,2005,GARBAGE COLLECTIONS,67409,2005,PAF81,GARBAGE COLLECTIONS
Tamale South,2610,2005,BULK,65469,2005,BU10,BULK
Tamale Central,2611,2005,GARBAGE COLLECTIONS,13100,2005,PAH03,GARBAGE COLLECTIONS
Tamale North,2612,2005,SWEEPING,47603,2005,W03-R,SWEEPING
Tolon Kumbugu,2613,2005,RECYCLING - SINGLE STREAM,84712,2005,RTAU24,RECYCLING - SINGLE STREAM
Savelugu Nanton,2614,2005,GARBAGE COLLECTIONS,38836,2005,PAF03,GARBAGE COLLECTIONS
Karaga,2615,2005,RECYCLING - SINGLE STREAM,71174,2005,RWBU16,RECYCLING - SINGLE STREAM
Gushiegu,2616,2005,GARBAGE COLLECTIONS,110983,2005,PAT02,GARBAGE COLLECTIONS
Saboba,2617,2005,RECYCLING - COMINGLE,74662,2005,RM13,RECYCLING - COMINGLE
Chereponi,2618,2005,RECYCLING - COMINGLE,61429,2005,RM14,RECYCLING - COMINGLE
Bunkpurugu Yonyo,2619,2005,RECYCLING - SINGLE STREAM,101339,2005,RFAU23,RECYCLING - SINGLE STREAM
Mamprusi East,2620,2005,GARBAGE COLLECTIONS,90656,2005,PAM65,GARBAGE COLLECTIONS
Mamprusi West,2621,2005,GARBAGE COLLECTIONS,36582,2005,PW19,GARBAGE COLLECTIONS
Builsa,2622,2005,SWEEPING,113307,2005,DSS01,SWEEPING
Kasena Nankana West,2623,2005,GARBAGE COLLECTIONS,22171,2005,PAW76,GARBAGE COLLECTIONS
Kasena Nankana East,2624,2005,RECYCLING - SINGLE STREAM,17926,2005,RHAU22,RECYCLING - SINGLE STREAM
Bolgatanga Municipal,2625,2005,GARBAGE COLLECTIONS,22309,2005,PM32,GARBAGE COLLECTIONS
Talensi Nabdam,2626,2005,RECYCLING - SINGLE STREAM,6427,2005,RTAU13,RECYCLING - SINGLE STREAM
Bongo,2627,2005,BRUSH,117092,2005,BR17,BRUSH
Bawku West,2628,2005,YARD TRIMMING,43779,2005,YT09,YARD TRIMMING
Garu Tempane,2629,2005,RECYCLING - COMINGLE,27300,2005,RT15,RECYCLING - COMINGLE
Bawku Municipal,2630,2005,RECYCLING - SINGLE STREAM,70512,2005,RHBU12,RECYCLING - SINGLE STREAM
Wa West,2631,2005,GARBAGE COLLECTIONS,122597,2005,PAW73,GARBAGE COLLECTIONS
Wa Municipal,2632,2005,GARBAGE COLLECTIONS,23682,2005,PAF63,GARBAGE COLLECTIONS
Wa East,2633,2005,SWEEPING,136913,2005,SDT01,SWEEPING
Sissala East,2634,2005,GARBAGE COLLECTIONS,67561,2005,PAW04,GARBAGE COLLECTIONS
Nadowli,2635,2005,BRUSH,14636,2005,BR24,BRUSH
Jirapa,2636,2005,RECYCLING - SINGLE STREAM,436,2005,RMAS40,RECYCLING - SINGLE STREAM
Sissala West,2637,2005,YARD TRIMMING,71937,2005,YF02,YARD TRIMMING
Lambussie Karni,2638,2005,RECYCLING - SINGLE STREAM,55453,2005,RTAU11,RECYCLING - SINGLE STREAM
Lawra,2639,2005,RECYCLING - SINGLE STREAM,22155,2005,RTAS33,RECYCLING - SINGLE STREAM
Jomoro,2640,2006,SWEEPING,4219,2006,DSS03,SWEEPING
Ellembelle,2641,2006,SWEEPING,84098,2006,SC19-R,SWEEPING
Nzema East,2642,2006,SWEEPING,103503,2006,SCSP00,SWEEPING
Ahanta West,2643,2006,SWEEPING,105920,2006,DSE02,SWEEPING
Sekondi Takoradi Metropolis,2644,2006,GARBAGE COLLECTIONS,92932,2006,PAF71,GARBAGE COLLECTIONS
Kwesimintsim,2645,2006,RECYCLING - SINGLE STREAM,95342,2006,RFAU12,RECYCLING - SINGLE STREAM
